guid,price,date
"E20 1GW, c69ab1dd2adf3a9e5b4cd6ada4214c38f1544c8e",999000,2021-03-31
"E20 1GW, 9ec5e30d7ff94029821de48f0d0cfd1ac33fafbb",995000,2021-04-09
"E20 1GW, 9f73f073e4493229c67b90603e03cc623ef0d33b",715000,2022-01-07
"E20 1GW, d1f5e12d66551ea9c08ce6fcab26f1c2c0f64ef8",715000,2022-03-17
"E20 1GW, f122204b5c2898d78b39b1ab55286133004d2038",715000,2022-03-10
"E20 1GW, 5f669914277ba80448d0411ea56d6d4bf999cc88",710000,2022-02-11
"E20 1GW, 427c3c57240d52d8b970f298d40edff29a236ca1",720000,2022-02-18
"E20 1GX, d7e2c4cfa068e3972672a0a3d01a0a7e762fa62c",675000,2017-06-30
"E20 1GX, 5294c04e7334bd8ff852bf59be8b38c1e320d52c",675000,2017-06-23
"E20 1GX, 30fafda4ac2a9463c74a19a2b9f325a5f9df4df7",695000,2017-06-30
"E20 1GX, 3b3961876a1328a94160ed8220e6288db2f7cb97",695000,2017-06-23
"E20 1GY, 63c6e3d15be9ec6a87a7b88d5f77d493502cc6b6",500000,2016-11-23
"E20 1GY, 63c6e3d15be9ec6a87a7b88d5f77d493502cc6b6",630000,2023-02-07
"E20 1GY, 26a7f8cfc8b24b38ed4481880313ea22014aacdb",550000,2016-10-14
"E20 1GY, 126ff0667e1284f042494998a8318a9d2db2a1bd",450000,2016-10-31
"E20 1GY, 3e59924f9372b96aa03f96f8c8827ed99d3a5dfb",570000,2016-11-24
"E20 1GY, 3e59924f9372b96aa03f96f8c8827ed99d3a5dfb",700000,2018-05-25
"E20 1GY, d7d6ba268f02e97e04f358123963f58b24597a0b",499995,2016-12-15
"E20 1GY, d7d6ba268f02e97e04f358123963f58b24597a0b",560000,2019-04-10
"E20 1GY, c3dab6e2395ab96562a1cead69b617139f5a4e25",545000,2016-10-28
"E20 1GY, c3dab6e2395ab96562a1cead69b617139f5a4e25",765000,2021-08-20
"E20 1GY, d41db3650e4de4171e3199fd6b92e51140d8241a",470000,2016-10-31
"E20 1GY, d41db3650e4de4171e3199fd6b92e51140d8241a",640000,2022-07-22
"E20 1GY, 4270cc69e18013f0a8f5f9df2fd87fe69d51499b",560000,2016-11-21
"E20 1GY, f809b93833f18539ce6694d6551332f2b9eb4665",575000,2016-11-10
"E20 1GY, f809b93833f18539ce6694d6551332f2b9eb4665",720000,2017-06-27
"E20 1GY, f6afa591b70eb0b43d42a6887493695f82849be4",560000,2016-12-15
"E20 1GY, 022738e334ce9272821fae28aff8a2c664b0f321",540000,2016-12-09
"E20 1GY, 03acd2ef6aa36e2a4d01afb1c381628a12ba564d",570000,2016-12-16
"E20 1GY, 301e0bcf1f0aff661a191a1a88efd750f7082a55",560000,2016-11-24
"E20 1GY, 4370c067ff61c99d68aa1c42d65fd60281d67a42",550000,2016-11-14
"E20 1GY, e0c7f66894680e9d0f404beafa61c58bc9b67230",550000,2016-11-17
"E20 1GY, e0c7f66894680e9d0f404beafa61c58bc9b67230",700000,2022-10-28
"E20 1GY, b70a7250fe3274ce4ed2b726cad591c8f2f44c25",580000,2016-12-09
"E20 1GY, b70a7250fe3274ce4ed2b726cad591c8f2f44c25",690000,2017-05-26
"E20 1GY, 24f7ed86161b02cec5a20db0dcbd60ceb4c44099",475000,2016-10-28
"E20 1GY, 9b63c82d75a610419407a45f13e0743c1eff3bb6",540000,2016-12-09
"E20 1GZ, 75f2a0da37e92bfe89088e49c972fc3be0d7c7c8",33777,2022-10-17
"E20 1HA, a72b8eb223d202d3a4dd5f871a8453d805838402",650000,2017-11-24
"E20 1HA, 64e45e3a76ac87c3651bb28888ec9d4baedf4f11",600000,2017-11-24
"E20 1HA, 64e45e3a76ac87c3651bb28888ec9d4baedf4f11",635000,2022-02-27
"E20 1HA, 802b65d5dfb65d26b51ff9ebeb04494c51c2bcd0",625000,2017-11-24
"E20 1HA, 802b65d5dfb65d26b51ff9ebeb04494c51c2bcd0",705000,2021-02-26
"E20 1HA, 9dcf8fc89ca902cebd17778a87bcaf949362285c",610000,2017-11-24
"E20 1HA, 85c39655a10d53266f233c0b7a4b8504b48554b7",600000,2017-11-24
"E20 1HA, 56ff77670c34ed8893c15e0ffe3a7b313504b5a1",605000,2017-11-24
"E20 1HA, 7fb11b15ab8f5ecdc7c95b39485a94e7d9ae4af0",620000,2017-12-04
"E20 1HA, 0f89d5d2954fb3059ea4e757ff1cf522c096fd3a",600000,2017-12-22
"E20 1HB, 74eed7eabb7776e615f2fe6d840340afc40be0e4",575000,2016-08-05
"E20 1HB, ee5b06b9c9892126080543f3a4b2cf5bfd6f5a55",555000,2016-06-17
"E20 1HB, 84599da4f1c608d5504a51d9a7c190adc773d28d",575000,2016-06-20
"E20 1HB, 800f06ffedc178b15b6264e9e7b85eced23de48b",575000,2016-08-05
"E20 1HB, 7749241ed613405571f73934f1ce01e713843d50",575000,2016-06-17
"E20 1HB, 57b4b3587f6ee0a26db62d01236f9754c78672b7",555000,2016-06-17
"E20 1HB, 1bd8aca8e9dc507b915561208c8cdd8bdd46bed7",575000,2016-08-26
"E20 1HB, 1bd8aca8e9dc507b915561208c8cdd8bdd46bed7",765000,2017-03-31
"E20 1HB, f0000bde1b2b2d4ac32aaa67a13c65dd201d801e",575000,2016-07-15
"E20 1HB, 8ff435e86a8d59c38532dcf1a40214c3888d503e",575000,2016-07-14
"E20 1HB, 2eeaa734decc88c3e26b72ddd317b951c6ac1e33",555000,2016-06-17
"E20 1HB, c80d4cfdcb3daa9c1c9c17e48764a66632874ccd",600000,2016-07-22
"E20 1HB, 06da0b7ef6e7f4a142366cf2a0f23afd33283566",555000,2016-07-15
"E20 1HB, 7b810502b53b400f6b81c8f260086600d825afcc",560000,2016-07-15
"E20 1HB, 83146601f8b44477bb7e5b40db91fb1dd5b81243",555000,2016-12-15
"E20 1HB, ce9282b090c6eabf53b586a6797e4a4509daf803",555000,2016-05-12
"E20 1HB, ce9282b090c6eabf53b586a6797e4a4509daf803",825000,2023-06-22
"E20 1HB, 4864f26cbabf4634312fe478ba2c27a4d1744c20",739995,2017-04-03
"E20 1HD, 57b78d0cd87fa4bddc2694bc2a3e757c92618318",825000,2017-12-15
"E20 1HD, ba19da1c466bb2c88a2c5187a700a376173360d9",610000,2021-12-29
"E20 1HD, 54acae7ba4174c6a99edc88138c0d828a7266f98",595000,2022-01-04
"E20 1HD, 807ae56340cc8b2e38bc35065f607c5bc2cf69a1",617000,2022-01-21
"E20 1HD, fa9c7d5a8e8ef7a1f677d4922a32074ba3ba336c",610000,2022-01-14
"E20 1HF, 81c0250366173d459e0d7f3210a159954fe02a2d",785000,2017-12-01
"E20 1HF, 322a5cdc829ee23cb9fd15651eecf0330325a1c6",785000,2017-12-08
"E20 1HF, d438385129108597ec62b8a2786dc54b22c546a8",785000,2017-12-08
"E20 1HF, 4d8a5b30f23e1bc785aab2b0298b0ca9644f18a2",785000,2017-12-08
"E20 1HH, d8a48e2e75f4d93a696b4d83c8745cc46796789a",460000,2018-12-17
"E20 1HH, 93fad76603808d23bb94fe4e04b5cbfe1c5b9c6f",725000,2018-12-14
"E20 1HH, 93fad76603808d23bb94fe4e04b5cbfe1c5b9c6f",820000,2021-06-30
"E20 1HH, efa649c3fd3fbecab71ebb1fafab7d9ef29c4f49",599000,2018-12-17
"E20 1HH, c6a1e3bfc48cb9a35a6291b50425f5c996c7f694",596000,2018-12-14
"E20 1HH, a101d50b3bd68fc2c7cee14de8c87df8f5c57e76",599000,2018-12-21
"E20 1HH, 8ed8407c9221d3c51ff9a47ae122e856a7f91b5a",595000,2018-12-21
"E20 1HH, 9dbf0e6b9195b436d28c0149c21cdbb50b16428a",598000,2018-12-19
"E20 1HH, bb98c81685fb7672b0d1427c4d6d2c29b834384d",600000,2018-12-21
"E20 1HH, d46b23fc437b80a7c5e9b69430800937e7fd3dd1",595000,2018-12-24
"E20 1HH, d33e7a2eea8cb3b8b2791bdc077d87d6c1f55be6",450000,2018-12-19
"E20 1HH, 70f46bc136db949a98432422043e095b64470bb5",456000,2018-12-21
"E20 1HH, 19a0813cdd2682b4ac0ca29a15b15ca97142c3aa",755000,2018-12-14
"E20 1HH, 6d89694c80396f87c60f514310cc3145608bf134",595000,2018-12-21
"E20 1HH, 49334fccc584bcbe2f634d1ee17476b7d930a366",470000,2018-12-21
"E20 1HH, 5cb662dc55547115e0b18d9d0ce182461ceac115",598000,2018-12-18
"E20 1HH, 130b9e0a03c5d245be85c4a98cd217a858d914a3",460000,2018-12-20
"E20 1HH, b618b31dac2e3eaea3a933013c87bbaacbac8cee",755000,2018-12-20
"E20 1HH, 9f7c7dbbdd66e27a48a2ddb4998ae9998b2b3cd9",755000,2018-12-21
"E20 1HH, 6d5cf3d6ad4052763a2fc4d0f741336812b19272",460000,2018-12-21
"E20 1HH, b66ffcba34122ff292bb24c06dd16c918870d71f",689500,2018-12-14
"E20 1HH, b396aaf291f8947862bc30ec7670016d5f3f2bbe",458000,2018-12-13
"E20 1HH, 4f75fe28e8ed41249a993c1eabe26ca0eae9a231",690000,2019-03-25
"E20 1HH, 774997218e936d4de4689e0292ff17a2490cd765",560000,2019-05-09
"E20 1HH, d28ce8f19913a0f57e6aa4974024fde263ecec27",590000,2019-03-28
"E20 1HJ, fcbe2d3016ec55dad06ce524c9e6b2747d5ee547",590000,2018-12-14
"E20 1HJ, b571fb6a9e7ac40be6f0dc9eb1459708768d2960",670000,2018-12-14
"E20 1HJ, 26d4b11aaad205122a498056e86f40cbdbfb98a6",670000,2018-12-11
"E20 1HJ, f6126246e2a6f1913679e66224056ac416e6ede4",600000,2018-12-07
"E20 1HJ, 97395161e0e307c22bf56fb673e04a941887ed9c",600000,2018-12-21
"E20 1HJ, 2ebd3da171b763d541d4a4a0f85b49b9663add79",462000,2018-12-17
"E20 1HJ, 5e1bfb68460cf5f37d33d6156dafe9f40142cd58",612000,2018-12-17
"E20 1HJ, 196d3b424f6110382f4dee0362f4ec4dfd53fb40",640000,2018-12-21
"E20 1HJ, 76d8d222b35953cfd68630013b127536afe264ff",600000,2018-12-21
"E20 1HJ, 2fe9b9d2b7c448842cc65f72bf9f0e87fd9d808f",600000,2018-09-26
"E20 1HJ, 21b701bd01d32ec3716c58eca176c446fea27068",600000,2018-12-21
"E20 1HJ, 9bdd78f4ca3a2ebe06ced3c6b9cd363dd932d558",614000,2018-12-19
"E20 1HJ, 6daf4b9a9dea536885ad31da1befa024d0161ada",598000,2018-12-18
"E20 1HJ, 84320122802a509d1269832ce19d76f1b3a2eee9",596000,2018-12-13
"E20 1HJ, 741614cdd669b9eea8be147e99001b64670b6da1",600000,2018-12-20
"E20 1HJ, 0c1d29c49ee5ed794c7bf895787066f740c57dd2",594500,2018-12-18
"E20 1HJ, 80799b151f88ceb2a3a67e4d2a7a86920e4e237a",672000,2018-12-18
"E20 1HJ, 33588880bd912ada320569d61fa1b4647112e3cc",604000,2018-12-13
"E20 1HJ, c4755921ee1d8008f2ead1f1cde0de7069010fa6",745000,2018-12-14
"E20 1HJ, ff632905298b006bba333bcf7c68f67392a9a108",600000,2019-05-17
"E20 1HJ, 7b219f89f4c5e2136eb3f58b101d06c11abe0cb7",600000,2019-04-10
"E20 1HJ, 7b8da82d8c84e867f9280bfa9ece475e1428b90b",600000,2019-03-29
"E20 1HJ, 0286e712649d157569e938116c677980ea482104",600000,2019-07-19
"E20 1HJ, 642e66e030339a5c5a556044bfd58edde386119b",592000,2019-01-18
"E20 1HJ, 333708b75f6d4571db0974c943652f9cd5b75d9a",600000,2019-05-09
"E20 1HJ, 742977e9620c779a9145ba4dae60d0cf19a31ba0",600000,2019-04-18
"E20 1HJ, 65ea918c7a72c0667d2253d9d4c05be3210195f8",600000,2019-05-10
"E20 1HJ, c9ee854af7e2160290ba2c85b7474588cf28c55c",615000,2019-03-26
"E20 1HJ, c7e3f475b17e4e888c8e71659ec4b1f44a6e1666",600000,2019-03-22
"E20 1HJ, 64749c990ab92be2aa537e93fc3268d2f76fccd9",600000,2019-09-06
"E20 1HJ, d18aab5e395670b4892cade1fecfd09e2ed6442e",593750,2019-12-10
"E20 1HJ, 6890f06856328114ebe7824280a133e0169644f1",600000,2019-09-27
"E20 1HJ, 02e226f85d967024acf8515d42d85d8c5807f296",600000,2019-06-28
"E20 1HJ, 4d3be1953748cfda12c9fa62dae4ee9454d7ffae",699000,2019-09-27
"E20 1HJ, 622139de806c2f3cb4c306598808cac7dd804875",675000,2019-12-20
"E20 1HJ, 893dd1f1012ea1d314ce5749f2002069255df880",641250,2019-12-10
"E20 1HJ, 1638e32de4f1d4587d18b2395380dae4a0e18a67",655500,2019-12-10
"E20 1HJ, 614e7ba5fb2b0d54aa668460179bdcae5f064abd",655500,2019-12-10
"E20 1HJ, c7a6a318543ef1f3852c002ca41b1a4a1f4afeb8",641250,2019-12-10
"E20 1HJ, 72951c565b6c323d8b76522f21dd8b2a6b9141c3",641250,2019-12-10
"E20 1HJ, 9dff8059d956d027defe574f554351c6068aae00",641250,2019-12-10
"E20 1HJ, 0357d4aa4f5db60611e621749d8ce48a2a6e4282",655500,2019-12-10
"E20 1HJ, 0bbae1cf846e9feedae282e1e06b9392d4cd5d74",655500,2019-12-10
"E20 1HJ, 032376628fe4f4472c93878f59ba8fe9f2c76acb",641250,2019-12-10
"E20 1HJ, c1b7f32599c610ac6c902d974d051538e5571a29",641250,2019-12-10
"E20 1HJ, 1c78a6557f9679c40c33aa99e50685a2a2f81373",641250,2019-12-10
"E20 1HJ, b2315fd1ef3f6003e392e58263e43e8abb11e380",641250,2019-12-10
"E20 1HJ, 333e7d24ab5a711f4063b304207379151999def5",655500,2019-12-10
"E20 1HJ, 309cee3a080e15ddd89a11366235747c53717e1d",655500,2019-12-10
"E20 1HJ, 69cc0457aea5634cbd70c72e3187a425c3491b5d",640000,2019-08-30
"E20 1HJ, 1c07622a7dbb7871c2a87992af04396d891fd731",600000,2019-09-17
"E20 1HJ, 6ddc6ec13e67504da009ba24a70f52c577b0070a",600000,2019-07-05
"E20 1HJ, 4a9b1c3aa85a1362efaa2a808f626e4551d70ab2",600000,2019-07-02
"E20 1HL, 24399295e4f360fa9165346f319e19e5bdb4e9f4",600000,2018-12-11
"E20 1HL, 13bb01f8d04e2be89f1bbd54a7231b6c9920c367",600000,2018-12-21
"E20 1HL, 42070058f983e21aa7e9aa7e6cdeedaef5f18bad",600000,2018-12-21
"E20 1HL, 02c3694f8b11006802a5495d6421341640d59b58",590000,2018-12-21
"E20 1HL, 3c5883ee3415d1fc790af5abbed2171c63051a20",706400,2018-12-18
"E20 1HL, 51609c436dcc1b111ed1a129cc5ca630bc37d497",690000,2018-12-21
"E20 1HL, 51609c436dcc1b111ed1a129cc5ca630bc37d497",799995,2022-06-01
"E20 1HL, 54b93f2959c4e27705d0d09d83edc07b76672f2c",600000,2018-12-17
"E20 1HL, 02b07650d22a78c6dea175a0de047d9b3278f698",625000,2018-12-21
"E20 1HL, 05ade93353416894f2f33702ff280e9c094be595",592000,2018-12-21
"E20 1HL, 1df8a8153af566a47c0069d6cfb4e00d7a7703aa",597500,2018-12-21
"E20 1HL, 509ac03f64947f2e22eaa80110dd47a6a6237dbf",596000,2018-12-21
"E20 1HL, 59d8c7a039ce3a50d7b54717edbb930320053e80",597500,2018-12-21
"E20 1HL, 59d8c7a039ce3a50d7b54717edbb930320053e80",596500,2018-12-14
"E20 1HL, 59d8c7a039ce3a50d7b54717edbb930320053e80",652000,2023-02-02
"E20 1HL, effef08c3cc2b5d8fc9e43a0564f6a24db3527b4",465000,2018-12-21
"E20 1HL, 3955cf36c97b2361c01df86a161f7ab0dd0665ce",620000,2018-12-21
"E20 1HL, d793831978491eebb604047d9e54214e2e291372",620000,2018-12-20
"E20 1HL, bac2092f40ca03e36a70a49f2d7252486e210202",450000,2018-12-18
"E20 1HL, 051f73c7eae00ef49fe0205708109e80a9c45879",598000,2018-12-21
"E20 1HL, 841e6b7108b0df107a61963720fb17c7d93727c0",462000,2018-12-11
"E20 1HL, d26245405c98ab7645e2c9fad248be91d988331d",600000,2019-05-17
"E20 1HL, c78bc5b15a543deabf8f447ed1d058647cae0aeb",600000,2019-02-20
"E20 1HL, 687f9d8a940da13ca940e62cf03fc08105bef26c",619000,2019-04-05
"E20 1HL, 8fc2efaff0d2a9aa677e6e33618e93a7ea3306b1",675000,2019-04-18
"E20 1HL, 737840f2722feea017d49458f607d01345be4a22",665000,2019-03-26
"E20 1HL, 1448701c7bba9b1e3c7da0f10794d774486d7d92",640000,2019-05-22
"E20 1HL, 1a49e3c4225bae5e40e81fdc95695fa037d6b9f0",600000,2019-06-28
"E20 1HL, c7e17fe2bc464550c73cfc8f6ca602e0e25732c9",600000,2019-01-25
"E20 1HL, ca54a70d65bf115ec8a7f850dec2db929f041f2b",600000,2019-05-17
"E20 1HL, 652e40bc777eff1ec49d64a9beab4ad20058f5df",1050000,2019-07-23
"E20 1HL, 7036a593dac775932be760dbbe019423790dc42e",583500,2019-11-21
"E20 1HL, 70a2768431bd9560adb8e728279f4a46c4ef8ee8",855000,2019-11-12
"E20 1HL, 43f9041c57b713271631919d546faef7f36b4301",432500,2019-12-05
"E20 1HL, 769ab60992e99afa31d88b75fe17e2d0a673bb60",620000,2019-09-27
"E20 1HL, a0cf0265e812f512e51a8b44fd99157149760c91",846000,2019-06-28
"E20 1HL, a744e459016e6fb2adc6c4d53ab0930df2ee17a0",600000,2019-02-01
"E20 1HL, 0ca8005a710326faf03594267bb6d021b3d19f81",600000,2019-06-28
"E20 1HL, 5fd2f85cfa73ffd521d86f8492ffc99687451c81",600000,2019-07-05
"E20 1HL, 089c09fa93a1522ef9812c11d6f40b6d2ab058c4",634000,2019-06-28
"E20 1HL, 12be9bcdd19db74848c866064791eabb660dcaf9",600000,2019-06-28
"E20 1HL, e241c58865f92f10648255309015d153c7c2505f",848000,2019-06-28
"E20 1HL, ce878cb63ba6a6e24b71203c6ab689f3c319e100",600000,2019-09-17
"E20 1HL, bf96ee46382d34648dadd8a62879651d408ffd0e",604000,2019-08-28
"E20 1HL, a663ced603847926e042b4157703d4ea42908e8b",600000,2019-09-26
"E20 1HL, 8e18d21e3c87212c18a348178a58c7d9146e867e",600000,2019-09-27
"E20 1HL, 55174783beba3626a77c9db8dcb429342ff9fe52",600002,2019-09-18
"E20 1HL, 6b28ffac3c752eb7580e50a63ca95a623633756e",600000,2019-10-02
"E20 1HL, 5721b45b3f4205efe486eb042359f76cf643e1c7",480000,2019-09-20
"E20 1HL, 0220379404e2a819df1c9e8b48f4360a4f3b8298",655000,2019-09-30
"E20 1HL, a4bd70a0b14f332541a2cd6780c9c64f6bdc3e97",851500,2019-06-28
"E20 1HL, 0a8e6735a1f94bcd5940281d38baf7d6e0980802",828000,2019-12-16
"E20 1HL, c358eb508fd9edaac72d83051af73cace65cea0a",450000,2020-01-30
"E20 1HN, 4f02e1f5a8b4332496c278febd2a0a623cf0b204",805000,2018-12-21
"E20 1HN, c21ce2b6163582d9ac0559da1be9a57280f0f958",800000,2018-12-20
"E20 1HN, 5e17c4ecf642e62afb06a2cba70f7c20ae935bef",805000,2018-12-20
"E20 1HN, 8b25ec097a6835ca85bf43934432e5d545f53157",800000,2018-12-17
"E20 1HP, e3dbd362c651d91306fd6868281ccab20b890823",806000,2019-09-27
"E20 1HP, ddb412a0f8a7599581882ff4959fd731a3e1d55e",802000,2019-10-25
"E20 1HP, efebacd0cee9db3a8e7e5839141517cbe1ca545b",810000,2019-11-05
"E20 1HP, 4ba6f641b6d93a8cef8b18ecdeb0f4f0f8507401",800000,2019-11-22
"E20 1HP, 1cd9a4e462fa073d14067aa6009d9e10956bd03b",790000,2019-06-28
"E20 1HP, 5b85880f6a7aa72c8143034cc8e0be6fd842225f",807000,2019-09-20
"E20 1HP, 3ad1c3ad8558053e43d34605c4f8d779297eef1c",784080,2019-06-28
"E20 1HP, 2cf738a9a17ddd347bdf9ad81cb1cc65ce2a3875",802000,2019-09-27
"E20 1HP, a66fba4a3f2a43cb07684e15d036a80a54cc46fe",795000,2019-06-24
"E20 1HP, 0791ae29a70979405245f868ab446c922fdc5ac8",793000,2019-06-28
"E20 1HQ, b5643286be7ac15eb1ab1dc8548989ba30d900d1",790000,2019-06-21
"E20 1HQ, 991abce18809c631264b3e75d346920c84843512",792000,2019-06-28
"E20 1HQ, 6c787db8a60ad732f6bf28cd4e6fff8d14aeb1a4",812000,2019-07-18
"E20 1HQ, d7303209128a1ecc2eb00b149ce333c57dbd6885",802000,2019-07-26
"E20 1HQ, d7303209128a1ecc2eb00b149ce333c57dbd6885",945000,2022-08-03
"E20 1HQ, 059b9fd494c4611cc334504dd3b3f51b0a2f6e0c",795000,2019-06-27
"E20 1HQ, 4c9747c27d78339b753b5065fda4beebf30afc7a",807000,2019-09-18
"E20 1HQ, 30d868882d00b49c29f30b0e17a5701fef62eab9",789500,2019-06-28
"E20 1HQ, 2edcfc750c3ba17c9465c5656075f1de4c00308a",790000,2019-06-28
"E20 1HR, 59b3490d24f0bea88e54e0b86cc6830e81afaca9",443000,2016-12-09
"E20 1HR, fd17fdd9c2e6942812112a647ce3eaa4290a822f",303800,2016-12-06
"E20 1HR, ab8ffefea65a2b0e11c5f4e34cbfd7ce26545168",543900,2016-12-02
"E20 1HR, e37c652a988e801b410859235a9f313296ce6ea5",378180,2016-11-18
"E20 1HR, fb3d3e43ec44c2c3fe073cfb0f3045fb80a4382f",354500,2016-11-11
"E20 1HR, 97bf52d5e41bc51b314616b2dd87abdd2ea9b1b1",478000,2016-11-28
"E20 1HR, 900c37f8bbbe5208def1411c523c2ad35ee61040",601400,2016-11-17
"E20 1HR, 5472c182fe03234b07cdac5cf09f82fae89ce43d",499950,2016-12-08
"E20 1HR, 3047d37753a822894a7b708daa30f450ef120641",322525,2016-12-12
"E20 1HR, cc96335c105a109610e76913f21b96fd2bea75d1",450000,2016-12-01
"E20 1HR, 96964be14d4a6a38574e4592c59e5da293f0a762",324950,2016-11-30
"E20 1HR, 77cc7222364697f9bc6b090a84fed04f6f60c0c8",456000,2016-12-09
"E20 1HR, f4db3c38ca1ea782dbe61cf7011ddf771d0bf107",317500,2016-12-05
"E20 1HR, 6f77dca8e88d8adc87e887b07b0c22368c5cc607",545000,2016-12-02
"E20 1HR, 48af33d6e907c62ebdf80df5d6d3c77d3795c55e",322525,2016-12-01
"E20 1HR, 601d40055a162dfff41c6b5e7bd834755b03cee1",323375,2016-11-09
"E20 1HR, bee7dce8c1a8995f8834bfcd05f2ebd216e308da",354500,2016-11-11
"E20 1HR, 88df5b1bafc598482f250c66e90b33e239b3ff76",428000,2016-12-05
"E20 1HR, cfc53b75905fb4eec65a18227ef065115d909c68",606250,2016-11-10
"E20 1HR, 7d0f3783959cd2c2b3581223e9edd96655f0ab99",499000,2016-12-12
"E20 1HR, 80ed7d0a216b73a7f3bd9fdd46971261d653615c",392850,2016-11-15
"E20 1HR, 92db7336ffcf92e3de463b1c240c23c615b531a0",357000,2016-11-18
"E20 1HR, a6ca138e755efec1cdf269d7058a26339e30362b",329800,2016-12-02
"E20 1HR, c85ec9d34ef687fd82dea017d18e36b4c5dcee7c",441350,2016-12-06
"E20 1HR, 3e8bf8448e334f7a2fe2f4bda039dbf596e7bfe3",496860,2016-11-14
"E20 1HR, e5bbaa7410d9e91b024fd586ae887843287d968a",362000,2016-11-30
"E20 1HR, e7933c56522f8c8a035979ce186d3e28ab44ab36",260000,2017-02-03
"E20 1HR, e7933c56522f8c8a035979ce186d3e28ab44ab36",620000,2018-08-31
"E20 1HR, 10da7a8238c065c313cb3c8f650c4c3ae42c3a95",540000,2017-01-04
"E20 1HR, 68cc3e7a13f2413576a96f21962dad81eb558eb6",260000,2017-02-03
"E20 1HR, 68cc3e7a13f2413576a96f21962dad81eb558eb6",610000,2018-09-28
"E20 1HR, 59c0995538cf49f0714fd3d8d8ed2dcb80448b8e",260000,2017-02-03
"E20 1HR, 59c0995538cf49f0714fd3d8d8ed2dcb80448b8e",580000,2019-09-30
"E20 1HR, 302b058931572248b5554387112690cf1f1a7a65",260000,2017-02-03
"E20 1HR, 302b058931572248b5554387112690cf1f1a7a65",590000,2018-11-23
"E20 1HR, 6470452de53356dc50ad02bfd20b14cf78920de7",260000,2017-02-03
"E20 1HR, 6470452de53356dc50ad02bfd20b14cf78920de7",585000,2019-07-31
"E20 1HR, a911c43524e525eb07e4a7c26403bf1003d429e3",260000,2017-02-03
"E20 1HR, a911c43524e525eb07e4a7c26403bf1003d429e3",585000,2019-01-24
"E20 1HR, 26e5ce636442994a893df227ece23a670998ed2e",260000,2017-02-03
"E20 1HR, 26e5ce636442994a893df227ece23a670998ed2e",580000,2019-04-10
"E20 1HR, ba29b1303faf975d5ede6f79762d3ae9564f51b5",260000,2017-02-03
"E20 1HR, ba29b1303faf975d5ede6f79762d3ae9564f51b5",595000,2019-02-22
"E20 1HR, c28d3207e453443183168993c566dae94681a2d1",260000,2017-02-03
"E20 1HR, c28d3207e453443183168993c566dae94681a2d1",590000,2019-01-04
"E20 1HR, edc315068712d1d80f130331a4c93f64abd8cdea",260000,2017-02-03
"E20 1HR, edc315068712d1d80f130331a4c93f64abd8cdea",620000,2018-11-02
"E20 1HR, 2ec592aa19cb5ffcf21b6977a0840f9671cb558f",260000,2017-02-03
"E20 1HR, 2ec592aa19cb5ffcf21b6977a0840f9671cb558f",585000,2019-02-01
"E20 1HR, 3cddbf077c74cf736d4878419cbc3ae08c1edd04",260000,2017-02-03
"E20 1HR, 3cddbf077c74cf736d4878419cbc3ae08c1edd04",625000,2018-09-06
"E20 1HR, 9624ce558a70563b0e52c628e29e637f676894b5",260000,2017-02-03
"E20 1HR, 9624ce558a70563b0e52c628e29e637f676894b5",625000,2018-10-19
"E20 1HR, 69544ab44c31d30240518c835e698ba8878457df",260000,2017-02-03
"E20 1HR, 69544ab44c31d30240518c835e698ba8878457df",595000,2019-05-15
"E20 1HR, cf3ddb63133188abcd13cd0b0b0f659cc71f890b",260000,2017-02-03
"E20 1HR, cf3ddb63133188abcd13cd0b0b0f659cc71f890b",590000,2019-04-16
"E20 1HR, 8dd35a5b81c1ef02dd214739c915726ae93b0960",260000,2017-02-03
"E20 1HR, 8dd35a5b81c1ef02dd214739c915726ae93b0960",630000,2018-10-19
"E20 1HR, 5ba90fa6636488474009086c287e18983964f0e2",260000,2017-02-03
"E20 1HR, 5ba90fa6636488474009086c287e18983964f0e2",630000,2018-09-19
"E20 1HR, db1a5f28e55e494977e001529f3f97689542cd7b",260000,2017-02-03
"E20 1HR, db1a5f28e55e494977e001529f3f97689542cd7b",600000,2019-04-01
"E20 1HR, fa110085ac618d7294ce7dace5f6207c4187040c",260000,2017-02-03
"E20 1HR, fa110085ac618d7294ce7dace5f6207c4187040c",625000,2018-12-29
"E20 1HR, 21f9733f84f9a0ec6c446181eefd2d9e649b6c38",260000,2017-02-03
"E20 1HR, 21f9733f84f9a0ec6c446181eefd2d9e649b6c38",630000,2019-01-24
"E20 1HT, e3d415a6778539f8ef40829f73051cb3f520fc26",388080,2016-11-17
"E20 1HT, e3d415a6778539f8ef40829f73051cb3f520fc26",500000,2020-03-26
"E20 1HT, bc1e31b8868e1c5ce5c7a91262e953094e762b4e",407880,2016-12-05
"E20 1HT, 51ba7ba9db01538b45b4494a31703c5ea84adaab",625000,2016-12-06
"E20 1HT, c9f7725130a8e01bfad54eb3eac9687128f42d39",595000,2016-11-28
"E20 1HT, 7f678ddc20b988f7be6199949e8ba74af43350bc",450000,2016-12-07
"E20 1HT, 2b238f35fbb8fc6c9d6e14512b5d5c26e7f16b46",377685,2016-11-17
"E20 1HT, d16e1fda1d247c674bdef6d219592da949e52d8e",372000,2016-11-30
